data_id,subject,body,label,original_id,variant_type,generation_success,data_source
CEAS08_SYN1_RE_01477_278,Important Offer Just For You!,"Dear User,

You deserve a break! 

We have a special offer for you until September 1st. 

Click this link to claim your prize: traditionstreet.com

Act fast!

Best,  
Your Health Team  
(Do not reply to this email)  

**Warning Signs:**  
- Generic greeting (""Dear User"")  
- Urgency with ""Act fast!""  
- Unprofessional language and structure  
- Link to a suspicious website  
- Instruction not to reply",1,CEAS08_REAL_M_01477,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_00255_884,URGENT: Free Beyonce Music Download!,"You can get a new Beyonce song now! 

Click here to get it >>> [malicious link]

Hurry before it’s gone!

Thanks!",1,CEAS08_REAL_M_00255,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04305_757,Important CNN Alert: Click Now!,"**URGENT: CNN ALERT!**

You have a new alert about a serious Salmonella outbreak!

**Date:** Fri, 8 Aug 2008  
**Time:** 14:43:25

**CLICK HERE FOR FULL STORY NOW!**

You signed up for alerts from CNN.com. If you want to change settings or stop these emails, **CLICK HERE** (this link will take you somewhere).

**Thanks,**  
CNN Team  
One CNN Center, Atlanta, Georgia 30303

**WARNING:** This email may not be from CNN. Always check links before clicking!",1,CEAS08_REAL_M_04305,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02135_323,Urgent: Free Pills for You!,"Congratulations! You’ve been selected to receive FREE pills that will make you bigger and better!

Just take 2 pills a day for amazing results! Satisfaction guaranteed, or your money back!

Click here now: http://scamlink.com/ 

Don’t miss out on this once-in-a-lifetime offer!",1,CEAS08_REAL_M_02135,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02453_548,Important: Your CNN Daily Update!,"Hello!

You have a new message from CNN.com! Check out the latest top stories and videos now.

1. Watch the latest news: CLICK HERE! [Malicious Link]
2. Crazy things happening: CLICK HERE! [Malicious Link]
3. Shocking events you won't believe: CLICK HERE! [Malicious Link]

Don't miss out! Click the links above to stay informed. 

Best,
CNN Team

*This email is not secure. Please do not share personal information!*

To unsubscribe or change your settings, click here: [Malicious Link]",1,CEAS08_REAL_M_02453,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01718_176,URGENT: Buy a Fancy Watch Now!,"You can get a super fancy watch for just a few hundred dollars! Click this link to get it now: http://dearplay.com/

Hurry, this deal won’t last long! 

Best,  
The Watch Team",1,CEAS08_REAL_M_01718,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_00257_361,URGENT: Your CNN Daily Top 10 is Ready!,"**WARNING: DO NOT OPEN THIS EMAIL if you do not recognize the sender!**

Hello!

Your CNN Daily Top 10 is here! Click the link below to see the latest news and videos:

**Click here to view your CNN Daily Top 10:** [CLICK HERE](http://malicious-link.com)

1. MOM PARTIES AT A CLUB
2. WOMAN'S COMPUTER SPIES ON HER
3. TIGERS ATTACK TEEN AT ZOO
4. MISTRESS TESTIFIES IN TRIAL
5. MAN CALLS 911 OVER SANDWICH
6. JOHN 'JUNIOR' GOTTI ARRESTED
7. PASSENGERS SLIDE FROM PLANE
8. PLANE EVACUATES PASSENGERS
9. PIPELINE FIRM HELPS SAVE GAS
10. 125,000 GORILLAS FOUND

**IMPORTANT:** If you want to unsubscribe, reply to this email with ""UNSUBSCRIBE"" in the subject line.

Stay safe!
- CNN Team

**Note:** This email was sent to you because you signed up for CNN.com. If this email looks suspicious, do NOT click any links and report it!",1,CEAS08_REAL_M_00257,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01549_523,URGENT: Click Here for CNN's Top Stories!,"**IMPORTANT NOTICE!**

You have a message from CNN! Click the link below to see the latest top stories and videos:

👉 **[CLICK HERE NOW!](http://malicious-link.com)** 👈

1. **SHOCKING NEWS!** Something crazy happened with a famous person!
2. **YOU WON'T BELIEVE THIS!** A wild story about an animal!
3. **DON'T MISS IT!** A scandal that everyone is talking about!
4. **MUST SEE!** An unbelievable event caught on camera!
5. **EXCLUSIVE!** Learn about the latest political drama!

**WARNING:** If you do not click the link, you might miss out on important updates!

Thank you,
The CNN Team

*Note: This email is for informational purposes only. If you want to stop receiving emails, just ignore this message.*",1,CEAS08_REAL_M_01549,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02980_211,URGENT: Free Breast Pills Available Now!,"Congratulations! You have been selected to receive FREE breast enlargement pills! Don't miss this amazing offer!

Claim your free bottles now: http://fakewebsite.com/

Act fast! Supplies are limited! 

**WARNING: This email is not from a trusted source. Click at your own risk!**",1,CEAS08_REAL_M_02980,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04414_227,URGENT! You Won the Lottery!,"Hello!

You are a winner in the Power Ball Lottery! Your email was selected, and you have won **GBP 1,750,000.00** (One Million Seven Hundred Fifty Thousand Pounds)! 

To claim your money, please respond quickly with your information:

1. Your Name
2. Your Address
3. Your Nationality
4. Your Age
5. Your Job
6. Your Phone Number
7. Your Gender
8. Your Marital Status
9. Your Fax Number
10. Your Position

You must send this information within **14 days** to get your prize. 

Please keep this a secret until you receive your money. 

Congratulations!

Best,
Juan Philip  
Power Ball Lottery  
Email: juanna00011@hotmail.com  

P.S. If you got this email, you’ve won! Please don’t share this with anyone else!",1,CEAS08_REAL_M_04414,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04112_104,Important: Click Here for Secrets to Control Women!,"Attention!

We can help you control women easily! Click this link now: http://www.foldscore.com/

Don't miss out on this opportunity! 

Warning: This email may not be safe.",1,CEAS08_REAL_M_04112,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02568_983,Important Update from CNN!,"Hey there!

You have a new message from CNN! Click the link below to see the latest news and videos:

**CLICK HERE FOR CNN VIDEOS**: http://fake-link-to-cnn.com

Here are some trending stories:
1. Crazy news about a lady at a party!
2. Shocking webcam spying incident!
3. Teen attacked by a tiger!
4. Wild courtroom drama!

Don't miss out! 

Best,
CNN Alerts Team

**Warning:** This is a phishing email. Do not click any links or provide personal information.",1,CEAS08_REAL_M_02568,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_03236_900,IMPORTANT: You Have a New Friend Request!,"Hi there!

I am a pretty girl from Russia and I am very lonely tonight! 

If you want to chat and see my pictures, please reply to this email: tamikafriend1234@fakeemail.com

Can't wait to hear from you!

Best,  
Tamika",1,CEAS08_REAL_M_03236,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02565_944,Important: Claim Your Free TV Service Now!,"Hello, 

You have a chance to get FREE IPTV service! This is the future of TV, and you don’t want to miss out. 

Maxx-TV AG is offering you the opportunity to watch all your favorite channels on your own TV. This service is launching in the USA soon!

To claim your free subscription, just click the link below:  
[CLICK HERE TO CLAIM YOUR FREE IPTV SERVICE!]

Hurry, this offer won't last long!

Best,  
Maxx-TV AG Team

*Disclaimer: This email may contain promotional content.*",1,CEAS08_REAL_M_02565,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_03976_350,Amazing Fake Watches on Sale Now!,"Get your fake watches today!   

Unbelievable prices on costume watches just for you!   

Hurry up and click here: http://scamwebsite.com/   

Don’t miss out on these great deals!",1,CEAS08_REAL_M_03976,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04861_141,URGENT: Get a Bigger Penis NOW!!!,"""Hi, I'm David from Florida! I took this magic pill, and now my girlfriend loves it! You can too!""

Don't miss out on this chance to be bigger! 

CLICK HERE: http://willpaid.com/

**WARNING: This is a scam! Do NOT click the link!**",1,CEAS08_REAL_M_04861,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01628_618,Important Update from CNN!,"Dear User,  

We have an important update for you from CNN! Please click the link below to view the latest news and videos:  

**CLICK HERE NOW**: http://fake-link-to-phishing-site.com  

Don't miss out on the top stories!  

1. Crazy news you won't believe!  
2. Shocking video footage!  
3. You need to see this NOW!  

Hurry, the information is time-sensitive!  

Best,  
CNN Team  

*This is an automated message. Do not reply.*  

Warning: This email contains a suspicious link. Always verify the sender and the link before clicking!",1,CEAS08_REAL_M_01628,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02499_491,URGENT: Click Here for CNN Daily News!,"**IMPORTANT NEWS ALERT!**  
From: CNN Daily News Team  

Hey there!  

We have some exciting videos and stories for you today. Click the links below to see what’s trending!  

1. **MOM PARTIES AT A CLUB**  
Click here: [maliciouslink.com](http://maliciouslink.com)  

2. **WOMAN'S COMPUTER SPIES ON HER**  
Click here: [maliciouslink.com](http://maliciouslink.com)  

3. **TIGERS ATTACK TEEN AT ZOO**  
Click here: [maliciouslink.com](http://maliciouslink.com)  

4. **MISTRESS TESTIFIES IN TRIAL**  
Click here: [maliciouslink.com](http://maliciouslink.com)  

5. **MAN CALLS 911 OVER SANDWICH**  
Click here: [maliciouslink.com](http://maliciouslink.com)  

**WARNING:** This email is from CNN. Please do not ignore it!  

If you wish to unsubscribe from these updates, click here: [maliciouslink.com/unsubscribe](http://maliciouslink.com/unsubscribe)  

Stay safe!  
CNN Team  

*This email is confidential. If you received it by mistake, please let us know.*  

**Note:** Always be cautious of links in emails!",1,CEAS08_REAL_M_02499,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01992_372,Important: You Need This Now!,"Hey there!

Want to make your manhood larger? It’s super easy! Just click the link below to find out how.

Many happy customers say it works!

Click here: http://scorewin.com/

Don’t miss out on this amazing offer!

Best,
Your Friendly Helper",1,CEAS08_REAL_M_01992,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04619_204,You Won’t Believe This 18-Year-Old!,"Check out this hot 18-year-old girl doing some wild things! You’ll be amazed at what she’s up to. Just click the link to see more!

Don’t miss out!

Best,
Your Friend",1,CEAS08_REAL_M_04619,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_00993_686,Get Cheap Meds Now!,"Hello there!

Are you looking to save money on medicine?

For a limited time only, we have a special deal just for you!

Visit our website to learn more and take advantage of this offer before it’s gone.

Click here: traditionstreet.com

Best,  
Your friendly pharmacy  
(Please do not reply to this email)  

**Warning Signs:**  
- Generic greeting (""Hello there!"")  
- Unclear offer details  
- Urgency without specifics  
- Unusual email signature",1,CEAS08_REAL_M_00993,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04513_587,Important Account Update,"Hello,

Your account needs immediate attention! Click the link below to verify your information:

http://fake-website.com

Failure to do so will result in account suspension.

Thank you,
Customer Support",1,CEAS08_REAL_M_04513,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_03222_904,Important! Your Order of Pills Needs Attention!,"Hello!

You have an order for 90 pills (100mg) priced at US $159.95. To confirm your order, please click the link below:

http://fake-link-to-phishing-site.com/confirm-order

Failure to confirm may result in cancellation. 

Thank you!",1,CEAS08_REAL_M_03222,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04504_61,URGENT: Cheap Meds Just for You!,"Hello!

Get your MEDICINES at super low prices! Click the link below to claim your discount NOW:

http://fake-link.com/cheap-meds

Hurry, this offer won't last long!

Best,
Your Friendly Pharmacy",1,CEAS08_REAL_M_04504,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01522_330,Get Bigger Today!,"Do you want to make your manhood HUGE? Click here: http://www.fiftywin.com/  

Warning: This is a spam email! Do not click the link!",1,CEAS08_REAL_M_01522,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04707_97,Important Offer Just for You!,"Hey there, 

You have a special chance to improve your life! 

For a limited time only, we are offering something amazing just for you. 

Visit our website now for more info: clickthislink.com

Hurry, this offer ends soon!

Best,  
Your Friends at Special Offers

P.S. Don’t miss out on this chance!",1,CEAS08_REAL_M_04707,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_00736_314,Important: You Must Act Now for a Special Offer!,"We have a special product that you will love! It's super powerful and works really fast. You can get it from home without any hassle.

Don't wait! Order now for the best deal ever! Our service is friendly and we promise to deliver quickly. 

100% Safe! Click here to get your product now!!! ... http://link-to-scam.com

Best,  
Your Trusted Service",1,CEAS08_REAL_M_00736,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02790_977,FREE Penis Enlargement Pills - Limited Time Offer!,"Congratulations! You can get FREE pills to make your penis bigger! Don’t miss out – click the link below NOW!

Hundreds of happy customers say this product works wonders! Top doctors say it’s the best! You can grow 1-3 inches and get up to 30% thicker for sure!

Click here: http://fakewebsite.com/

Warning: This email may be a scam! Always be cautious with offers that seem too good to be true!",1,CEAS08_REAL_M_02790,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_03221_298,URGENT: Claim Your Free Medications Now!,"Hello,

You have won FREE medications! 

We ship anywhere in the USA and worldwide! Our team is available 24/7 to help you. Simply click the link below to get started:

[CLICK HERE FOR FREE MEDS!]

Don't miss out on this amazing offer!

Best,  
Your Health Team

P.S. This is totally legit!",1,CEAS08_REAL_M_03221,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_03720_282,Get Bigger Now!,"Click here to get started: http://fakewebsite.com/

(Note: This email seems suspicious and may be a scam. Always check before clicking links!)",1,CEAS08_REAL_M_03720,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04950_914,Important CNN Video Updates!,"Hey there!

You have new videos waiting for you from CNN!

1. Crazy Mom at a Club! Click here: http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/ng.mom.pics.cnn  
2. Woman Spied on by Her Computer! Click here: http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/pkg.webcam.spying.wcjb  
3. Tiger Attack! Click here: http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/wuellner.tiger.attacks.teen.kytv  

Don't miss out! Click on these links to watch now!

Best,  
CNN Team

P.S. If you don’t want these emails anymore, click here to unsubscribe: http://unsubscribe-fake-link.com

**Warning: This email may look like it's from CNN, but it contains suspicious links. Be careful!**",1,CEAS08_REAL_M_04950,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01327_598,URGENT: Your CNN Subscription Needs Attention!,"Hello!

You have a very important message from CNN.com! We need you to act fast to continue receiving our Daily Top 10 updates. 

Here are the top stories you might have missed:
1. Mom parties at a club
2. Woman's computer spies on her
3. Tigers attack at zoo

To keep getting these awesome updates, click this link now: [http://malicious-link.com](http://malicious-link.com) 

Don't wait! If you don't click the link, you will stop receiving emails from us.

Best,
CNN Team 

P.S. This is NOT a phishing attempt! Just a friendly reminder to stay updated.",1,CEAS08_REAL_M_01327,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04459_441,Buy a Fake Rolex Today!,"Hey there!

Want a fancy watch? We have fake Rolexes for super cheap! No batteries needed because they work just like the real ones.

Get your fake Rolex here:  
http://fakesite123.com/

Don’t miss out!

Best,  
Watch Lovers Team",1,CEAS08_REAL_M_04459,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_03530_841,Special Offer for Ice Cream Lovers!,"Hey there!  
Do you want to impress women? Try this amazing ice cream!  
Click here: http://www.scamlink.com/

Don't miss out!

--
Sent from a random email service.",1,CEAS08_REAL_M_03530,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_03524_572,You Need to Be More Manly!,"Do you want to be super manly? We found a way to help you! 

Click this link for a special secret: http://fakewebsite.com/

Don't miss out! 

(Note: This email contains a link that may not be safe. Be cautious before clicking!)",1,CEAS08_REAL_M_03524,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02152_881,URGENT: Update Your Health Info Now!,"We care about your health! Please click here to update your personal information: [malicious link]

Stay strong and healthy!

Best,  
Health Team",1,CEAS08_REAL_M_02152,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_03162_255,URGENT: Debt Relief Offer,"You have DEBT?  
We can help you get rid of it!

Forget about paying your credit cards and loans!

You can:

* STOP making payments
* KEEP your credit score safe
* AVOID talking to creditors

Go to www.freeplateworks.com NOW!

This is NOT:

* Bankruptcy
* Consolidation
* Or any kind of loan

Click here: http://freeplateworks.com for more info!

* Must owe at least $10,000 to qualify.  
* US residents only.  

WARNING: This email might be a SCAM!",1,CEAS08_REAL_M_03162,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01825_581,Get Your Fake Rolex for Just $65!,"Hello!

I have a special offer for you! You can buy a fake Rolex watch for only $65! 

This luxury watch is a replica, but who will know? 

Click here to buy now: http://fakeshopnow.com/

Hurry, this deal won't last!

Best,
Your Watch Seller",1,CEAS08_REAL_M_01825,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_00248_21,Important Notice from Your Pharmacy!,"Dear Customer,

You can now get your medicines online anytime, day or night!

We send medications to every state in America and even worldwide. Plus, we have support available 24 hours a day and free consultations with doctors!

Click here to order now!

Best wishes,
Your Online Pharmacy

(Note: The text below is just for fun and doesn't mean anything.)

weird words go here
strange phrases everywhere
click now for discounts!
don't miss out on this deal!",1,CEAS08_REAL_M_00248,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01419_30,Important: You have a special message!,"Hey there!

You have a special Ecard waiting for you from your neighbor! Click the link below to check it out:

http://ClickHereToGetYourEcard.com

Don't miss out!

Best,
The Ecard Team

(Note: The link may not be safe. Always check before clicking!)",1,CEAS08_REAL_M_01419,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01008_609,Important Offer Just for You!,"Dear Friend,

Are you ready to improve your life? We have a special vacation offer for you!

You can enjoy this amazing deal until October 30th. 

Click here to claim your offer: herrespect.com

Don't miss out!

Best,  
Your Vacation Team

(Note: This email may contain harmful links. Always verify before clicking.)",1,CEAS08_REAL_M_01008,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_02377_12,Get More Attention from Women Now!,"http://scamlink.com/

(Note: This email is suspicious and may contain harmful content. Always verify links before clicking!)",1,CEAS08_REAL_M_02377,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_00551_224,URGENT: Click Now!,"Hey there!

I found something amazing that you need to see! It’s a link that promises true love without any conditions. Click here: http://axg.winforgiveness.com

Don't miss out!

Best,
Your Friend",1,CEAS08_REAL_M_00551,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04531_823,Important: Get Your Meds Now!,"Hey there!

You can get your medicine directly from our STORE! It’s super easy!

Just click this link to buy now: [malicious link]

Stay healthy!",1,CEAS08_REAL_M_04531,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01519_290,IMPORTANT: Your CNN Daily Update!,"> Hello! 
> 
> You have a new message from CNN.com! 
> 
> Click below to view your Daily Top 10 videos and stories! 
> 
> WARNING: This email is from CNN, but be cautious. 
> 
> TOP VIDEOS: 
> 1. Weird Monster Video! Click here: [CLICK ME](http://malicious-link.com)
> 2. Shocking Photos of a Mom! Click here: [CLICK ME](http://malicious-link.com)
> 3. Crazy News Stories! Click here: [CLICK ME](http://malicious-link.com)
> 
> TOP STORIES: 
> 1. Must-Read About Beheading! Click here: [CLICK ME](http://malicious-link.com)
> 2. Judge's Big Decision! Click here: [CLICK ME](http://malicious-link.com)
> 
> CNN, where you get your news! 
> 
> If you don’t want these emails, click here to unsubscribe: [UNSUBSCRIBE](http://malicious-link.com/unsubscribe) 

> Remember, be careful with links!",1,CEAS08_REAL_M_01519,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_01589_52,URGENT: Your CNN Alert About a Goat!,"**Important CNN Alert!**

**Alert Title: Weird Goat News!**

Did you hear? A goat with two heads is still alive after 5 years! 

**CLICK HERE FOR FULL STORY** (link to malicious site)

You signed up for CNN alerts. If you want to stop getting these emails, just **CLICK HERE** to unsubscribe. 

**Warning:** This is not a real email from CNN. Be careful with links!

**CNN Headquarters**  
One CNN Center, Atlanta, Georgia 30303  
© 2023 CNN. All Rights Reserved.",1,CEAS08_REAL_M_01589,rewrite_weak,True,batch1_rewrite_weak
CEAS08_SYN1_RE_04630_538,Important CNN Video Updates!,"Hey there!

You have new videos from CNN! Check them out below:

1. Crazy Mom at a Club! Click here: [malicious link]
2. Spy Computer Story! Click here: [malicious link]
3. Tiger Attack! Click here: [malicious link]
4. Scandalous Mistress! Click here: [malicious link]
5. 911 Call Over Sandwich! Click here: [malicious link]

Also, some top news stories you should see:
- Emergency Landing! Click here: [malicious link]
- Gorilla Survival News! Click here: [malicious link]

Don't miss out! Click the links above to watch the latest!

Best,
CNN News Team

P.S. If you don’t want these emails, click here: [malicious link] to unsubscribe.",1,CEAS08_REAL_M_04630,rewrite_weak,True,batch1_rewrite_weak
