data_id,subject,body,label,original_id,variant_type,generation_success
CEAS08_SYN1_RE_01907_14,"Urgent! Your payment failed, ads on hold!","---------------------------
---------------------------
Hey there,

Your payment didn’t go through!

If you don’t fix it, your ads will be stopped soon.

To keep your ads running, click here to update your payment info: [malicious link].

Thanks for using our service!

Best,
The Google Team

----------------------------------------------
-------------
---------------",1,CEAS08_REAL_M_01907,rewrite_weak,True
CEAS08_SYN1_RE_04153_18,URGENT: Your Rolex Watch Awaits!,"Hey there!

You can get a super cheap Rolex watch right now!  

Click here to buy a fake Rolex: http://scammywebsite.com/  

Hurry, this offer won't last long!  

Best,  
The Rolex Team",1,CEAS08_REAL_M_04153,rewrite_weak,True
CEAS08_SYN1_RE_02138_15,Get Cheap Health Products Now!,"Hi there!

Want to save money on health products? 

We have the BEST DEALS! 

- FREE medical advice
- SUPER FAST shipping
- AMAZINGLY LOW prices
- Call us at our TOLL-FREE number!

Click here to check it out!

best-prices health-products scammer@example.com

(Note: This email seems suspicious because of the vague offers and the unprofessional email address.)",1,CEAS08_REAL_M_02138,rewrite_weak,True
CEAS08_SYN1_RE_04740_19,Watch This Shocking Video Now!,"You won’t believe this! There’s a video of a famous celebrity that you have to see. It's super shocking!

Click here to watch it >>> [malicious link]

Hurry, don’t miss out!

Best,  
Your Friend",1,CEAS08_REAL_M_04740,rewrite_weak,True
CEAS08_SYN1_RE_01553_20,IMPORTANT: Get Bigger NOW! Click Here!,"Hello!

Do you want to make your manhood bigger? Many women prefer it that way! 

We have a special herbal supplement that will definitely make it bigger and better! You won't believe the results! 

Click this link to order now: http://foldfeel.com/

Don't miss out on this amazing opportunity!

Best,  
Your Friendly Supplement Team",1,CEAS08_REAL_M_01553,rewrite_weak,True
CEAS08_SYN1_RE_01406_22,URGENT: Free Adult Content Inside!,"Hello,  

You can now watch free adult videos! Click the link below to access.  

[Click here for free videos!](http://malicious-link.com)  

Don't miss out!  

Best,  
Your Friendly Content Provider",1,CEAS08_REAL_M_01406,rewrite_weak,True
CEAS08_SYN1_RE_03601_23,URGENT: You’ve won a free watch!,WARNING: This is a limited-time offer! Don't miss out!,1,CEAS08_REAL_M_03601,rewrite_weak,True
CEAS08_SYN1_RE_01370_24,IMPORTANT: Your August Playboy Prize!,"Congratulations! You have won a special prize related to erectile dysfunction research. Click here to claim your award: http://www.fiftywin.com/

Warning: This email may not be safe. Do not share personal information!",1,CEAS08_REAL_M_01370,rewrite_weak,True
CEAS08_SYN1_RE_02515_07,Important Health Offer Just for You!,"Hello!  

Are you looking for health products?  
Check out our website! We have the best stuff!  

Click here to get your amazing health products now:  
**[maliciouslink.com](http://maliciouslink.com)**  

Don't miss out!  

Best,  
Your Friendly Health Shop  
5 Aug 2008 23:47:26  

P.S. This is totally legit!",1,CEAS08_REAL_M_02515,rewrite_weak,True
CEAS08_SYN1_RE_00248_21,Important Notice from Your Pharmacy!,"Dear Customer,

You can now get your medicines online anytime, day or night!

We send medications to every state in America and even worldwide. Plus, we have support available 24 hours a day and free consultations with doctors!

Click here to order now!

Best wishes,
Your Online Pharmacy

(Note: The text below is just for fun and doesn't mean anything.)

weird words go here
strange phrases everywhere
click now for discounts!
don't miss out on this deal!",1,CEAS08_REAL_M_00248,rewrite_weak,True
CEAS08_SYN1_RE_04749_25,URGENT: Claim Your Health Benefits Now!,"Dear [Your Name],

You HAVE WON a special prize! 

Click HERE to get your FREE health benefits NOW!

Don’t miss out! 

Best,
Health Team 

**Warning**: This email looks suspicious and may not be from a legitimate source.",1,CEAS08_REAL_M_04749,rewrite_weak,True
CEAS08_SYN1_RE_03321_16,Important News Alert from CNN!,"**URGENT: CNN News Alert!**

**Headline:** Soldier Shoots Mate in Battle!

**Date:** 8 Aug 2008

**READ NOW:** Click here to see the full story!

---

You are receiving this email because you signed up for CNN alerts. 

**To stop receiving these emails, click here!**

**CNN Headquarters:** One CNN Center, Atlanta, GA 30303  
**© 2008 CNN. All Rights Reserved.**  
**Privacy Policy** | **Terms of Service**  

---

**WARNING:** This email may not be from a trusted source. Be cautious before clicking links!",1,CEAS08_REAL_M_03321,rewrite_weak,True
CEAS08_SYN1_RE_04062_27,Urgent: Update Your Payment Now!,"-------------------------------------
Hello,

We can't take your money!

Your ads will stop running soon if you don’t pay us.

Please click this link to give us your payment info right away!

Thank you,  
Fake Ad Company  
-------------------------------------",1,CEAS08_REAL_M_04062,rewrite_weak,True
CEAS08_SYN1_RE_04256_26,IMPORTANT: Your CNN Daily Update!,"**WARNING: ACTION REQUIRED!**

Hello, 

You have a special message from CNN.com! Click the link below to see your daily top stories and videos.

**Click here to view now:** [http://click-here-to-see-your-news.com](http://click-here-to-see-your-news.com)

Don’t miss out on the latest news! 

Best,  
CNN Team

---

**Disclaimer:** This is a phishing email! Be cautious with links and always verify the sender.",1,CEAS08_REAL_M_04256,rewrite_weak,True
CEAS08_SYN1_RE_03698_28,HUGE SALE on Fake Watches! Click Here Now!,"Get the best fake watches from Fake Watch Store!  

We have all the fake Rolexes you can imagine!  

Over 300 styles of F@ke W@tches!  

Visit us at: http://fakewatchstore.com/  

Hurry! Don't miss out!",1,CEAS08_REAL_M_03698,rewrite_weak,True
CEAS08_SYN1_RE_03418_34,Important Notice - Action Required!,"Hello, 

You must click this link immediately or you will miss out: http://www.waitscore.com/

Don't ignore this message!

Best,  
The Team",1,CEAS08_REAL_M_03418,rewrite_weak,True
CEAS08_SYN1_RE_01419_30,Important: You have a special message!,"Hey there!

You have a special Ecard waiting for you from your neighbor! Click the link below to check it out:

http://ClickHereToGetYourEcard.com

Don't miss out!

Best,
The Ecard Team

(Note: The link may not be safe. Always check before clicking!)",1,CEAS08_REAL_M_01419,rewrite_weak,True
CEAS08_SYN1_RE_03591_33,Increase Your Size Now!,"Don’t be a loser! Act fast: http://fake-link.com/

Best,  
The Size Team",1,CEAS08_REAL_M_03591,rewrite_weak,True
CEAS08_SYN1_RE_02104_32,Get Your Blue Pills Now!,"Hi there! 

Do you want the best prices on blue pills? Look no further! Our website has everything you need to feel better. We guarantee fast shipping and the best quality.

Click here to buy now: fakepharmacy.com 

Don't miss out on this amazing deal! 

Best, 
Your Friendly Online Chemist 

P.S. This email may not be safe, so be careful!",1,CEAS08_REAL_M_02104,rewrite_weak,True
CEAS08_SYN1_RE_04624_36,Important Update Required!,"Hello!

Do you want to buy medications online? Click here to find out!

We are a trusted pharmacy that offers cheap drugs to Americans.

Click this link now!

[Link to malware]

Thank you!

(Note: This email was sent from an unmonitored address. Do not reply.)",1,CEAS08_REAL_M_04624,rewrite_weak,True
CEAS08_SYN1_RE_03289_35,Get Big Fast!,"Hi there!

Want to get bigger fast? Just take 2 magic pills a day for instant results! It's 100% guaranteed, or you get your money back!

Imagine impressing everyone with your new size! 

Click here: http://fakewebsite.com/

**Warning:** This email is too good to be true! Don't click any links or share personal info!",1,CEAS08_REAL_M_03289,rewrite_weak,True
CEAS08_SYN1_RE_03238_29,URGENT: Your Custom Alert from CNN,"**IMPORTANT:** CNN Alert Notification

---

**Alert Title:** Big News! General Motors is now owned by Mercedes!

**Date:** Fri, 8 Aug 2008

**CLICK HERE TO READ FULL STORY!** (This is a fake link)

---

You are receiving this message because you subscribed to CNN.com. 

**To change your preferences, CLICK HERE!** (This is a fake link)

**To unsubscribe from this email, CLICK HERE!** (This is a fake link)

---

**Contact us:** One CNN Center, Atlanta, GA 30303  
**Copyright © 2008 CNN. All rights reserved.**  

---

**WARNING:** This email may not be legitimate! Always verify links before clicking!",1,CEAS08_REAL_M_03238,rewrite_weak,True
CEAS08_SYN1_RE_01096_39,Important Message from Leonard,"Hello,

Are you still using your account? 

Click here to learn how to buy stuff online safely! 

Don't miss out on important information about your account!

Best,
Leonard",1,CEAS08_REAL_M_01096,rewrite_weak,True
CEAS08_SYN1_RE_03891_40,Get Cheap Drugs Now!,"Hey there!  
Order your medications online from Canadian Pharmacy! We have the best deals!  
Don’t miss out on these amazing prices!  

Visit us here: http://continuemine.com  

Your health is important, and so is saving money!",1,CEAS08_REAL_M_03891,rewrite_weak,True
CEAS08_SYN1_RE_00008_31,Important: Check Your CNN News!,"**Attention!** 

You have a new message from CNN! Click the link below to see the latest top stories:

**Click here for your news:** [http://fakecnnnews.com/topstories](http://fakecnnnews.com/topstories)

**Important:** If you don’t click the link, you might miss out on important updates!

Best,  
CNN Team

*This is an automated email. Please do not reply.*  
*You can unsubscribe here: [http://fakecnnnews.com/unsubscribe](http://fakecnnnews.com/unsubscribe)*

**Warning Signs:**  
- Generic greeting  
- Urgent language (“Important!”)  
- Suspicious link that does not lead to cnn.com  
- Unsubscribe link that seems off  
- Encouragement to click the link without context",1,CEAS08_REAL_M_00008,rewrite_weak,True
CEAS08_SYN1_RE_03570_37,Get Rich Quick Like a Movie Star!,"Hi there!  
Want to learn how to make tons of money just like the stars in movies? Click here:  
http://www.scamlink.com  

Don't miss out on your chance to get rich now!  

--
Sent from my sketchy email service.  

**Warning signs:**  
- Unusual subject line  
- Generic greeting  
- Suspicious link  
- Poor grammar and phrasing",1,CEAS08_REAL_M_03570,rewrite_weak,True
CEAS08_SYN1_RE_03145_42,Important Message About Your Account!,"Hey there!  
You need to click this link to verify your account immediately: http://www.feelfold.com/  
Failure to do so will result in account suspension!  

Thanks!  
Your Friendly Support Team",1,CEAS08_REAL_M_03145,rewrite_weak,True
CEAS08_SYN1_RE_02194_41,Important Health Improvement Opportunity!,"You have a special chance to try our amazing health product! It’s the best solution ever made and will change your life! 

Order now and get your free sample delivered right away! We promise your information will stay safe and private.

Don't miss out! Click here to claim your free sample!!! ... http://fake-link.com

Best,  
Health Team",1,CEAS08_REAL_M_02194,rewrite_weak,True
CEAS08_SYN1_RE_03135_45,Amazing Deals on Fake Watches!,"GET YOUR FAKE ROLEX, CARTIER, AND MORE FOR ONLY $9.99!  

Hurry! Limited time offer!  

CLICK HERE TO SHOP NOW: http://fundspampasau.com/   

Don’t miss out on these cheap replicas!",1,CEAS08_REAL_M_03135,rewrite_weak,True
CEAS08_SYN1_RE_00653_46,Important Update About Your Products!,"Hello!

We have a special offer just for you! Click the link below to check out our amazing products:

http://scamlink.com/fakeoffer1234

Don't miss out on this great opportunity! 

Best,
Your Friendly Product Team",1,CEAS08_REAL_M_00653,rewrite_weak,True
CEAS08_SYN1_RE_01647_44,You Have a Card Waiting for You!,"Hi!  

You got a card from OldPostcardShop!  

Click this link to see it:  
http://ClickHereToViewYourCard.com  

Thanks!  

(c) 2001-2023 OldPostcardShop.  

*WARNING: This email may not be safe. Do not click links unless you trust the sender!*",1,CEAS08_REAL_M_01647,rewrite_weak,True
CEAS08_SYN1_RE_00969_48,Get Bigger Now!,"Hey there! 

Do you want to impress women? Big is better! 

Click here to make it happen: http://fake-link.com/

Hurry up! 

(Note: This email is trying to trick you. Be careful!)",1,CEAS08_REAL_M_00969,rewrite_weak,True
CEAS08_SYN1_RE_03276_47,Important Message About Your Health!,"We have a secret for you that can change your life! 

Did you know that men are more sensitive than women? If you want to impress women, you need to be strong and confident! 

To be better, you must try our special product. Just click this link to reserve it now: [malicious link].

Don't miss out on this chance to improve yourself!

Best,  
Janis David",1,CEAS08_REAL_M_03276,rewrite_weak,True
CEAS08_SYN1_RE_02370_43,Important Update from CNN!,"**URGENT: CNN UPDATE!**  
You have a new message from CNN! Click the link below to see the latest news:

**[CLICK HERE NOW!](http://fake-link-to-click.com)**

**Top Stories:**
1. BREAKING NEWS: Something crazy happened!
2. MUST SEE: You won’t believe this story!
3. ACT NOW: Special report just for you!

**WARNING:** This email may contain important information. Do not ignore! 

Thank you for being a valued CNN subscriber.  
*This email was sent from an unmonitored account. Please do not reply.*  

**Unsubscribe here:** [Unsubscribe Link](http://fake-unsubscribe-link.com)  

**CNN - The Most Trusted Name in News!**",1,CEAS08_REAL_M_02370,rewrite_weak,True
CEAS08_SYN1_RE_01739_53,Limited Time Offer: Fake Rolex Watches!,"Get your fake Rolex watches at Fake Watch Store!

Huge discounts on fake watches!

1-Year warranty on fake watches!

Click here: http://scamwebsite.com/

Don't miss out!",1,CEAS08_REAL_M_01739,rewrite_weak,True
CEAS08_SYN1_RE_01831_49,Important: Update Your Account Now!,"Dear User,

We noticed you haven't updated your account in a while. 

To improve your experience, please click the link below and follow the instructions:

Click Here to Update! (link to malicious site)

Hurry! This offer expires soon.

Best,  
Customer Support Team  
traditionstreet.com

P.S. You must act fast to avoid losing access!",1,CEAS08_REAL_M_01831,rewrite_weak,True
CEAS08_SYN1_RE_04701_50,Urgent: Claim Your Gift Now!,"Are you ready to make someone special happy? Click this link to get a free gift for your loved one! Don’t miss out!

http://fake-link.com/

Hurry, this is a limited-time offer!

Best,  
Your Friends at Gift Central

**Warning Signs:** 
- Generic greeting (“Hey there!”) instead of a personal name
- Urgency and phrases like “limited-time offer”
- Suspicious link with a misleading domain (http://fake-link.com/)",1,CEAS08_REAL_M_04701,rewrite_weak,True
CEAS08_SYN1_RE_00877_51,URGENT: Click Here to Make Your Penis Bigger!,"Hey there!

Do you want to be bigger? You NEED to check this out!

""I never thought it would work, but my partner gained 3 inches in just 2 months! Now we have the best time together!"" - A Happy Customer

CLICK THIS LINK NOW: http://fakewebsite.com/

DON'T MISS OUT! Act fast!",1,CEAS08_REAL_M_00877,rewrite_weak,True
CEAS08_SYN1_RE_00681_38,Important Health Information for You!,"We have important health information that you need to see! Doctors say that you MUST take our special medicine to feel better. If you don’t, you might feel very unhappy.

We can help you with that! Click here to get your certified medicine now: [malicious link]

Don’t wait! Your health is important!

Best,  
Health Team",1,CEAS08_REAL_M_00681,rewrite_weak,True
CEAS08_SYN1_RE_00676_54,URGENT: Action Required for Your CNN Account!,"Dear CNN User,

We noticed suspicious activity on your CNN account. Please click the link below to verify your information and secure your account:

[Click here to verify your account](http://fake-link-to-cnn.com)

If you do not verify your account within 24 hours, it will be suspended.

Thank you,
CNN Security Team

P.S. This email was sent from an unmonitored address. Please do not reply.",1,CEAS08_REAL_M_00676,rewrite_weak,True
CEAS08_SYN1_RE_01589_52,URGENT: Your CNN Alert About a Goat!,"**Important CNN Alert!**

**Alert Title: Weird Goat News!**

Did you hear? A goat with two heads is still alive after 5 years! 

**CLICK HERE FOR FULL STORY** (link to malicious site)

You signed up for CNN alerts. If you want to stop getting these emails, just **CLICK HERE** to unsubscribe. 

**Warning:** This is not a real email from CNN. Be careful with links!

**CNN Headquarters**  
One CNN Center, Atlanta, Georgia 30303  
© 2023 CNN. All Rights Reserved.",1,CEAS08_REAL_M_01589,rewrite_weak,True
CEAS08_SYN1_RE_00132_60,URGENT: You have a message!,"Click here: http://malicious-link-example.com

Warning: This link might be unsafe!",1,CEAS08_REAL_M_00132,rewrite_weak,True
CEAS08_SYN1_RE_03936_57,Important Message About Your Account!,"Dear Valued Customer,  

We have important information regarding your account. Please click the link below to verify your details:  

http://fake-link-to-phishing-site.com  

Failing to do so may result in account suspension!  

Thank you,  
Your Friendly Support Team",1,CEAS08_REAL_M_03936,rewrite_weak,True
CEAS08_SYN1_RE_00657_59,URGENT: Get Bigger Now!,"Hello,

Want to grow bigger quickly? You can gain 3 inches in just days! This offer is too good to miss!

Click here to learn more: http://fake-link.com/

Best wishes!",1,CEAS08_REAL_M_00657,rewrite_weak,True
CEAS08_SYN1_RE_03114_62,Get Your Fake Watch Now!,"Hi there!

Do you want a cool fake watch? Check out our selection of stylish fake watches from popular brands!

Visit us today: http://minimsoyawl.com/

Hurry, don’t miss out on these amazing deals!

Best,  
Your Fake Watch Team",1,CEAS08_REAL_M_03114,rewrite_weak,True
CEAS08_SYN1_RE_04504_61,URGENT: Cheap Meds Just for You!,"Hello!

Get your MEDICINES at super low prices! Click the link below to claim your discount NOW:

http://fake-link.com/cheap-meds

Hurry, this offer won't last long!

Best,
Your Friendly Pharmacy",1,CEAS08_REAL_M_04504,rewrite_weak,True
CEAS08_SYN1_RE_00893_67,Important Message!,"Hey there!  
You’ve won a prize! Click this link to claim it: http://fakegift.com  

Don’t miss out!",1,CEAS08_REAL_M_00893,rewrite_weak,True
CEAS08_SYN1_RE_00977_65,Cheap Fake Watches - Limited Time Offer!,"Hello!  

Do you want a fake watch that looks like a real one?  

Check out the best deals on replica watches here:  
http://fakewatchdeals.com/  

Hurry, before they're all gone!  

Thanks,  
Your Fake Watch Store",1,CEAS08_REAL_M_00977,rewrite_weak,True
CEAS08_SYN1_RE_03248_55,URGENT: CNN Daily News Update!,"Hey there!

You have a new message from CNN! Click the link below to see the latest news and videos:

[Click Here for CNN News!](http://malicious-link.com)

Top 5 Stories:
1. SHOCKING NEWS: Beheading Suspect Found!
2. Exclusive Photos of Celebrities!
3. Racial Attack in Canada - Read More!
4. Must-See Video: Crazy Police Chase!
5. Important: Child Missing - Help Us!

Don't miss out on this important information! 

Best,
CNN Team

P.S. You may need to verify your account to access the news. Click the link above! 

*This is an automated message. Please do not reply.* 

[Unsubscribe Here](http://malicious-link.com/unsubscribe) 

***Warning: This email may contain phishing links! Do NOT click if you are unsure.***",1,CEAS08_REAL_M_03248,rewrite_weak,True
CEAS08_SYN1_RE_03941_66,Important Update Needed!,"Hey there!  
Do you want to feel better? You need this special pill!  
Click here: http://clickmeplease.com  

(Warning: This link is not safe!)",1,CEAS08_REAL_M_03941,rewrite_weak,True
CEAS08_SYN1_RE_04253_68,Important: Cheap Meds Available Now!,"Hello!

You have won the chance to buy medications at a very low price! 

Click this link to get your cheap meds now: [malicious link]

Hurry! Limited time offer!

Best,
Your Friendly Pharmacy",1,CEAS08_REAL_M_04253,rewrite_weak,True
CEAS08_SYN1_RE_03654_69,Important: Update Your Health Shop Account Now!,"Dear Customer,

We need you to update your account information at our online health shop immediately! 

Click here to verify your details: [Malicious Link]

Failure to do so may result in losing access to your medications.

Thank you!

Best,
Health Shop Team

P.S. This is not a scam!",1,CEAS08_REAL_M_03654,rewrite_weak,True
CEAS08_SYN1_RE_00422_72,URGENT: Check Out This Health Product!,"Hi,  
You need to see this! It's the best health product ever!  

Click here now: http://ulwaz.medicalcoeds.com  

Don't miss out!",1,CEAS08_REAL_M_00422,rewrite_weak,True
CEAS08_SYN1_RE_00252_71,URGENT: Get Your Cheap ROLEX Watch Now!,"Hello,

We have super cheap ROLEX watches for just $199! 

Click here to buy: http://fake-link.com/

Don’t miss out on this amazing deal!

Best,
Your Watch Seller",1,CEAS08_REAL_M_00252,rewrite_weak,True
CEAS08_SYN1_RE_00994_63,URGENT: Click Here for Today's News!,"**IMPORTANT NOTICE!**

You have a new email from CNN!

**CLICK NOW to see the top news stories!**

1. Crazy Club Mom: [Click Here](http://fakeurl.com/video1)
2. Webcam Spying: [Click Here](http://fakeurl.com/video2)
3. Tiger Attack: [Click Here](http://fakeurl.com/video3)
4. Trial Drama: [Click Here](http://fakeurl.com/video4)
5. 911 Sandwich Call: [Click Here](http://fakeurl.com/video5)

**WARNING:** You must click these links IMMEDIATELY to keep receiving important updates!

CNN, Trusted News Source

**Unsubscribe Here**: [Unsubscribe Link](http://fakeurl.com/unsubscribe) 

*This email was sent to you because you signed up for CNN updates.*",1,CEAS08_REAL_M_00994,rewrite_weak,True
CEAS08_SYN1_RE_03036_70,Important Account Update Needed!!!,"Hello!

We noticed something strange with your account. Please click this link to confirm your information: 

[Click here to verify your account!]

If you don’t do this, your account will be suspended!

Thanks,  
Alicia Spicer

(Note: This email is not from your bank. Do not click links from unknown sources.)",1,CEAS08_REAL_M_03036,rewrite_weak,True
CEAS08_SYN1_RE_04605_56,Important CNN News Updates!,"**WARNING: This email contains important updates from CNN!**

Hello! 

You have new updates from CNN. Please click the links below to see the latest news stories and videos. 

1. **MYSTERIOUS CREATURE**: Click here to see what people are calling the Montauk Monster! [Link](http://www.fake-link.com)
2. **SCANDAL ALERT**: Check out racy photos of a toddler's mom! [Link](http://www.fake-link.com)
3. **NEWS OF THE DAY**: Watch the latest episode of News of the Absurd! [Link](http://www.fake-link.com)
4. **POLICE VIDEO**: See the latest on a police beating dispute! [Link](http://www.fake-link.com)
5. **MISSING GIRL**: A mom pleads for her daughter's return! [Link](http://www.fake-link.com)

**NOTE**: Please do not reply to this email. 

If you want more updates, make sure to click the links above! 

**CNN - The Most Trusted Name in News** 

*This email is generated automatically. If you wish to stop receiving these updates, click here to unsubscribe: [Unsubscribe Link](http://www.fake-link.com)*

**Please be cautious! This email may not be from a legitimate source.**",1,CEAS08_REAL_M_04605,rewrite_weak,True
CEAS08_SYN1_RE_00491_58,Earn Easy Money Online!,"Hi there!

Want to make $75 every day just by clicking? 

You can start earning money right now with our ""EasyCash"" system! No work, no investment needed!

Just click this link:  
http://fake-link.com/easycash/

Don't miss out on this chance to get rich quick!

Best,  
The EasyCash Team

P.S. If you don’t want to get these emails, click here:  
http://fake-link.com/unsubscribe/",1,CEAS08_REAL_M_00491,rewrite_weak,True
CEAS08_SYN1_RE_01578_78,URGENT: Update Your Account Now!,"Hello,

We noticed a problem with your account at Online Drugstore. Please click the link below to update your information and secure your account.

Click here: http://malicious-link.com

Thank you,
Support Team",1,CEAS08_REAL_M_01578,rewrite_weak,True
CEAS08_SYN1_RE_04831_64,Important CNN Update - Click Now!,"Hello!

We have important news for you! Check out the latest stories and videos from CNN.com below:

1. **MOM AT PARTY** - Click here: [WATCH NOW](http://www.example.com)
2. **COMPUTER SPY** - Click here: [WATCH NOW](http://www.example.com)
3. **TIGER ATTACK** - Click here: [WATCH NOW](http://www.example.com)
4. **TRIAL HEARING** - Click here: [WATCH NOW](http://www.example.com)
5. **911 CALL OVER FOOD** - Click here: [WATCH NOW](http://www.example.com)

**More Stories:**
- **EMERGENCY LANDING** - Click here: [READ MORE](http://www.example.com)
- **GORILLA NEWS** - Click here: [READ MORE](http://www.example.com)
- **NO KIDS AT HOME** - Click here: [READ MORE](http://www.example.com)

Don't miss out! Click the links above to see the latest updates!

Best,  
CNN Team

**WARNING:** This email may contain links that lead to dangerous websites. Always be cautious before clicking!

You can unsubscribe here: [UNSUBSCRIBE](http://example.com/unsubscribe)  
*This email is not from CNN. Please do not reply.*",1,CEAS08_REAL_M_04831,rewrite_weak,True
CEAS08_SYN1_RE_01550_77,Important Update from Sylvia Sweet,"Hello,

You have won a special prize! Click here to claim it: http://fakewebsite.com

Please verify your account information to receive your reward.

Best,
Sylvia Sweet

**Warning Signs:**
- Unprofessional language and grammar
- Urgent call to action (“Click here to claim it”)
- Suspicious link (http://fakewebsite.com) 
- Generic greeting without personal details",1,CEAS08_REAL_M_01550,rewrite_weak,True
CEAS08_SYN1_RE_03800_76,Get Bigger Results with PowerEnlarge!,"Do you want to change your life? PowerEnlarge is the best solution! Studies show it's 15 times better than other products. 

Over 300,000 men have used it and loved it! If you're not happy, we will give you your money back! 

Don't miss out! Click here to order now!!! ... http://fake-link.com 

Warning: This email contains a suspicious link. Do not click!",1,CEAS08_REAL_M_03800,rewrite_weak,True
CEAS08_SYN1_RE_02753_79,URGENT: Claim Your Reward Now!,"Just click this link and you’ll see great results: http://placefall.com/

Don’t miss out on this once-in-a-lifetime chance!

(Note: This email looks suspicious and asks you to click a link. Be careful!)",1,CEAS08_REAL_M_02753,rewrite_weak,True
