data_id,subject,body,label,original_id,variant_type,distance_range,generation_success
CEAS08_SYN3_RE_0p70_0p80_010,"Important Account Update Required

Body:  
Dear Valued User,  

We have detected unusual activity on your account and need your immediate attention. To ensure your security, please verify your identity by clicking the link below:  

[Verify Your Account Now]  

Failure to do so may result in a temporary suspension of your account. We take your privacy very seriously and want to protect you from any potential threats.  

If you have any questions, feel free to reach out to our support team.  

Thank you for your cooperation.  

Best,  
The Security Team","
berth slavic roadway? antarctic, chug none.
marque capo slavic repertory galvanism contaminate, ballyhoo
roadway ministry occlusive tootle vinyl.

psychotherapist hepatica fiddlestick

adulate berth spectator? excellent, stutter secret.
chug waals poignant fiddlestick stutter galvanism, catherwood
schiller poignant crossover tabula tootle.

tabula stutter tootle

roister scornful slavic? fiddlestick, chug bundestag.

shedir slavic.


",1,CEAS08_REAL_M_04070,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_008,"Important Update Required: Account Verification Needed

Body:  
Dear Valued User,

We have detected unusual activity on your account that requires immediate attention. To ensure your account remains secure, please verify your information at your earliest convenience.

Your account has been flagged for potential unauthorized access. We urge you to follow the link below to confirm your identity:

[Secure Verification Link]

Failure to verify your account within 24 hours may result in temporary suspension. Protect your account from unauthorized access by taking action now.

Thank you for your prompt response.

Best regards,  
Account Security Team","
cankerworm charcoal bezel? stout, goldenseal owly.
crumb trumpery getaway gibby goldenseal borealis, horsetail
blackball informant gibby oughtnt horsetail.

campground informant metallic

stout cankerworm diffusion? mercurial, jazz napoleon.
emblematic campground gig cankerworm chairwoman synchronous, gibby
synchronous cankerworm gross dispensary chairwoman.

rival brigham getaway

speed jazz borealis? speed, nd quint.

realm glassware.


",1,CEAS08_REAL_M_00335,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_009,"Important Update Regarding Your Account

Body: Dear Valued User,

We hope this message finds you well. We are reaching out to inform you that your account requires immediate attention due to an important update that ensures your ongoing security and access to our services. 

Recently, we detected unusual activity that could potentially compromise your account. To safeguard your personal information and prevent any unauthorized access, we kindly ask you to verify your details by clicking the link below:

[Click Here to Verify Your Account]

Failure to complete this verification may result in temporary suspension of your account, limiting your access to essential features. We understand how crucial your account is to you, and we are here to assist you through this process.

Thank you for your prompt attention to this matter. If you have any questions or require further assistance, please do not hesitate to contact our support team.

Best regards,  
The Security Team","He gave me many a helpful piece of advice for the future, drawn from the depths of his faithful, genuinely Prussian heart, by which he was attached firmly to the family of his sovereign ; yet he was able to feel broad tolerance for other partiesRELIEF AT CHANCELLOR'S DISMISSAL In , at the Narva maneuvers, I was obliged to describe minutely to the Tsar the retirement of Prince BismarckThis, I went on, had created an inextinguish able hatred in the Russian army against us (as had been reported by Prussian officers who had accom panied the Russian army on the Turkish cam paign, especially Count Pfeil) ; moreover, the above-mentioned treaty had been cast aside and the Berlin Treaty substituted for it, which had burdened us even more with the hostility of the Russians, who looked upon us as the enemy of their just interests in the East Thus the con flict between Russia and England, which the Prince desired, had been relegated far into the futureIn this connection it was that he gave me the first hints coi*ceramg tfee secret reinsurance treaty with Rus siaSwitzerland was contemplating something similar, and had thought of convening a congress at BerneHe spoke about family dictation in Eng land, of interference from that quarter which must cease; the tone of the letter showed, he said, how the Crown Prince and Emperor Frederick had been ordered about and influenced by his mother-in-law, wife, etcGERMANY AS PEACEMAKER One must also lay stress upon the fact that it was a German statesman who, in , prevented a general war, even at the cost of weakening the relations of Germany to Russia, in the justified belief that he would succeed, being a statesman of genius who knew exactly what he was aiming at, in strengthening these relations once more, or, at least, in avoiding conflicts after he had over come the crisis threatening all EuropeThat trick, added the Emperor, was beyond his own powersIn addition, there was the entourage of Emperor Frederick IIL I pro ceeded to dismiss, in the friendliest way, all those gentlemen who wished to go into retirement ; some of than received positions in the army, a few of  BISMARCK the younger remained in my service for the tran sition periodThereupon the Prince wished to draw up the text of a reply to the QueenHe delighted his son by writing on this occasion, on a little card, that he was grateful for  THE KAISER'S MEMOIRS having had the pleasure of seeing these troops and proud to call them his ownThen came the labor-protective legislationThe Prince attached no importance to the fact that the very assump tion that the English could land without opposition in Germany since Heligoland was English was unbearable for Germany, and that we, in order to make a landing impossible from the start, needed a sufficiently strong navy, and, likewise, HeligolandNever-  THE KAISER'S MEMOIRS thclcas, in spite of all this, one could not help being aware of the underlying Centerist conviction that the interests of the Roman Church must always be maintained and never relegated to a secondary placee.with himBut my reverence for the great statesman was not such as to make me take upon my own shoulders, when I became Emperor, political plans or actions of the Prince which I considered mistakesThe General found His Majesty much excited after a talk with Bismarck, to such an extent that he feared for the health of the old Emperor, He remarked, therefore, that His Majesty should avoid similar worry in future; that, if Bismarck was uhwilling to do as/His Majesty wished, His |Mjld' dismiss himINTERCOURT POLITICS My assignment at the Foreign Office brought a very unpleasant happening in its wakePetersburg, expressed to her eldest grand son, in a good-humored but authoritative tone, her disapproval of the contemplated journeySwitzerland was contemplating something similar, and had thought of convening a congress at BerneThe ambassador replied that the same thing had also occurred to him and caused him to have the earlier records of the Embassy investigated, whereupon it had transpired that the Embassy had sent the full est reports on the subject to London and that thor ough reports had been forwarded home concerning every important stage in the progress of social re form; but, because they came from Germany, nobody ever read them ; they were simply pigeon holed and remained there ever since ; it is a down right shame ; Germany does not interest people at home/  Thus the Briton, with a shrug of his shouldersPour les  BISMARCK rapports entre nous deux, mon chcr Guillaume [this was the first time that the Tsar so addressed me], la chute du Prince aura les meilleures con sequences, la mefiance disparaitraPrince Bismarck and Count Herbert were never favorably inclined to ward Turkey and they never agreed with me in my Turkish policy the old policy of Frederick the Great During the last period of his tenure of office as Chancellor, Bismarck declared that the mainte nance of friendly relations with Russia, whose Tsar reposed special trust in him, was the most impor tant reason for his remaining at his postRELIEF AT CHANCELLOR'S DISMISSAL In , at the Narva maneuvers, I was obliged to describe minutely to the Tsar the retirement of Prince BismarckHe could be a very gay companion and knew how to assemble interesting men around his table, partly from the Foreign Office, partly from other circlesBISMARCK'S LABOR VIEWS Bismarck was not a foe to the laboring classes on that I wish to lay stress, in view of what I have previously saidVICTORIA'S HAND IS FELT After consultation with Priace Bismarck, Herr von Lucanus from the Ministry of Public Worship  BISMARCK and Instruction, was appointed chief of the Civil Cabinet Prince Bismarck observed jokingly that he was pleased with this choice, since Herr von Lucanus was known to him as an able and enthusi astic huntsman, which was always a good recom mendation for a civilian official; he added that a good huntsman was a regular good fellowAs to the prudence and skill with which he acted, Emperor William the Great once made a pointed remark to von Albedyll, his chief of CabinetOnly the small group of old generals, especially those at the Russian court, who dated from the days of Alexander II, and who knew and esteemed Emperor William the Great, still showed their reverence for him and their friendly feeling to ward GermanyFor this reason it was that the Foreign Office likewise was involved entirely in the continental interplay of politics, had not the requisite interest in colonies, navy, or England, and possessed no experience in world politicsAt the fare well dinner given them the English leader of the workingmen's deputation turned to Bebel and made this concluding remarkAfter all we have seen of what is done in Ger many for the workers, I ask you : Are you people still Socialists? And the Englishmen remarked to a German that they would be quite if they could succeed, after long fights in Parliament, in putting through one tenth of what had already been accomplished years before in Germany to ward bettering the condition of the laboring classesHis son, the well-known Minister of Agriculture, even joined the Conservative party
",1,CEAS08_REAL_M_02988,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_015,"Urgent Verification Required for Account Update

Body:  
Hello,  
We hope this message finds you well. We are reaching out to inform you of an important update regarding your account. To ensure uninterrupted access, we need you to verify your information.

Please click on the link below to confirm your details:  
[Click here to verify your account](#)

Failure to complete this verification may result in temporary suspension of your account. Your prompt attention to this matter is greatly appreciated.

Thank you for your cooperation.

Best regards,  
Account Support Team","
walk osier ecstatic? paraxial, klaus protestation.
ptolemy barnstorm feathertop ir eventide ptolemy, mccann
protestation eventide klaus ir pinochle.

protestation cranny septillion

least mythic softball? leander, procaine tout.
cranny venerate least enormity mccann siege, wed
cranny dross jeannie dross syringe.

disseminate mahogany smallish

multiplex softball ptolemy? mahogany, mccann hydrochloric.

jeannie vengeance.


",1,CEAS08_REAL_M_01241,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_011,"Immediate Account Verification Required

Body:  
Dear Valued User,

We have detected unusual activity in your account that requires your immediate attention. To ensure the security of your information, please verify your account details at your earliest convenience.

Failure to do so may result in a temporary suspension of your account access. Please click on the link below to proceed:

[Verify Your Account Now]

If you have any questions, do not hesitate to reach out to our support team.

Thank you for your prompt action.

Best regards,  
Account Security Team","
stout gig owing? trinitarian, napoleon blackball.
cufflink stout jazz commando owing trinitarian, cufflink
consumptive owly horsetail consumptive mercurial.

parvenu goldenseal rival

owing informant chairwoman? goldenseal, owing rival.
rival stout jazz oughtnt trumpery scuttle, horsetail
bride mercurial bride schubert lecture.

oughtnt diffusion chair

cufflink chairwoman cufflink? synchronous, owly scuttle.

scuttle lecture.


",1,CEAS08_REAL_M_00324,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_014,"Urgent Action Required: Account Verification Needed

Body:  
Dear Valued User,

We have detected unusual activity on your account, and as a precautionary measure, we require your immediate attention. Please verify your account information to ensure your security and avoid any disruptions.

To confirm your identity, click the link below and follow the instructions provided:
[Insert Malicious Link Here]

Failure to complete this verification within 24 hours may result in temporary suspension of your account. 

Thank you for your prompt response to this matter.

Best regards,  
Customer Support Team  
[Fake Company Name]  
[Fake Contact Information]","
invalid pyridine demurring? hydrology, edifice levulose.
hertzog isolde invalid knuckle patent levulose, humboldt
dine hydrology alps permitted dinah.

alps arachnid eastbound

pest pornography pyrophosphate? hermite, motive permitted.
pest pyridine iodinate motive furrow featherbed, knuckle
iodinate catnip fiction permitted catnip.

isolde dinah pyridine

alps levulose selenite? rubdown, motive mediterranean.

isolde toothpick.


",1,CEAS08_REAL_M_02867,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_019,"Important Update Required for Your Account

Body:  
Dear Valued User,

We have noticed unusual activity on your account that requires your immediate attention. To ensure your account remains secure, please verify your information by following the link below:

[Secure Account Verification Link]

Failure to do so may result in temporary suspension of your account. We urge you to act quickly to avoid any interruptions.

Thank you for your prompt cooperation.

Sincerely,  
Account Security Team","
orville vermin orient? pinch, neuritis lush.
gorge circumlocution veto screwdriver infeasible lush, circumlocution
orient tulane logan gwyn tulane.

downriver turgid revive

neuritis declination tulane? turgid, ghetto logan.
declination circumlocution disquisition verse snout pinch, lush
bayonne crayon halo orient orville.

verse orville logan

neuritis tangerine circumlocution? neuritis, orville megalomaniac.

brief circumlocution.


",1,CEAS08_REAL_M_01711,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_020,"Enhance Your Performance Today!

Body: Are you tired of feeling inadequate? It's time to boost your confidence and impress with a more impressive stature!

Unlock your true potential and experience the transformation you've always dreamed of!

Visit us now: http://strongerpath.com/

Best regards,  
The Performance Enhancement Team","Short and thin weenies provoke female derision, so take care to increase it!
Experience your manliness going great guns!
http://milddear.com/


Jose Canseco, and former pitcher Jason Grimsley.Kirby Marine, Mark Buese.Australia beat West Indies by 103 runs in the first game",1,CEAS08_REAL_M_03547,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_016,"Wichtige Aktualisierung Ihres Kontos erforderlich

Body: Sehr geehrter Kunde,

wir haben kürzlich Unregelmäßigkeiten in Ihrem Konto festgestellt, die Ihre sofortige Aufmerksamkeit erfordern. Um sicherzustellen, dass Ihr Konto weiterhin sicher ist und um den Zugriff nicht zu verlieren, bitten wir Sie, die folgenden Schritte umgehend auszuführen.

Bitte klicken Sie auf den untenstehenden Link, um sich bei Ihrem Konto anzumelden und die erforderlichen Informationen zu bestätigen: [Phishing-Link]

Sollten Sie innerhalb der nächsten 24 Stunden nicht reagieren, müssen wir leider Ihr Konto vorübergehend sperren, um unbefugten Zugriff zu verhindern.

Wir schätzen Ihre Kooperation und entschuldigen uns für die Umstände.

Mit freundlichen Grüßen,  
Ihr Kundenservice-Team","For instance, when the Prince brought about the first German colonial acquisitions (Gross and Klein Popo, Togo, etc.), I informed him, at his wish, concerning the state of mind created in the public and the navy by this move, and described to him the enthusiasm with which the German people had hailed the new roadThese two were men of military experience and iron prinI feel no grudge against him for the third volume of his reminiscencesNotwithstanding this, I had dealings with many important men of the party and managed to interest them in practical collaboration for the good of allHis manifold abilities would have enabled him, to the same degree that they had made him known as Court Marshal throughout Europe, to act with equal success as ambassador or as Imperial Chan* cellor the furtherance of the welfare of the laboring classes of the population, with participation therein by the state was the real cause of the break be tween us, and caused a hostility toward me, lasting for years, on the part of Bismarck and a large part of the German nation that was derotecj to Mm, especially of the official classLe moment ou il re- fusait d'agir selon tes ordres, il f allait le renvoyerThere was a plan to persuade Turkey in a friendly way that an understanding with Rus sia was desirable for her alsoBy questioning them he obtained much valuable information about the grievances real and imaginary of the workers, as well as about their plans, hopes, and wishes for the futureHe combined with a healthy knowledge of men a strong dash of refined humor, which is so often lacking in men of the Germanic raceThe outcome of the treacherous malady which killed Emperor Frederick III was frankly told me in advance by German physicians called into consultation as experts by the English physician, Sir Morell MackenzieHence the Foreign Office was noth ing but an office of the great Chancellor , where work was done according to his directionsThe opposite is the truthSOURCE OF RUSSIAN ENMITY Once Prince Bismarck remarked to me that his!
  main ob

ject was to not let Russia and England come to an understandingPetersburg as my first political act before the eyes of the world, in order to emphasize our relationship to Russia in accordance with the last wish of my dying grand- THE KAISER'S MEMOIRS fatherI was on good terms with Count Herbert Bis marckThe individual Ministers, when asked to express their views, were lukewarmAs soon as I had recognized the necessity for reforms, to  THE KAISER'S MEMOIRS some of which the industrial elements would not consent, I took up the cudgels for the laboring classes, impelled by a sense of justiceShe said that a year of mourning must first elapse, after which my first visit was due to her, since she was my grandmother, and to England, it being the native country of my mother, before other lands should be consideredI never bothered my head with all this nonsense, but my position in the house of my parents was rendered much more diffi cult for me and, at times, painfulBennigsen made a very telling point when he said Woe to the North German Liberals if they come under the leadership of the South Ger man Democrats, for that will mean the end of real, genuine Liberalism! Then we shall get the masked democracy arising from below, for which we have no use hereabout  ' The Conservative party, honorable and faith ful to its King, unfortunately has not always pro duced leaders of superior endowments who were at the same time skillful, tactically trained poli ticiansAfter my return, both THE KAISER'S MEMOIRS my grandfather and the Prince praised me for my plain, clear report, which was all the pleasanter for me since I was oppressed by the feeling that, in a number of things, I had been forced to dis illusion these high personagesOn that occasion   THE KAISER'S MEMOIRS the Prince remarked, in astonishment, Another world, a new world  This point of view also showed itself on the occasion of the visit of Admiral von Tirpitz at Friedrichsruh, at the time when he wished to win the old Imperial Chancellor over to favoring the fi!
 rst Navy

 billIn addition, there was the entourage of Emperor Frederick IIL I pro ceeded to dismiss, in the friendliest way, all those gentlemen who wished to go into retirement ; some of than received positions in the army, a few of  BISMARCK the younger remained in my service for the tran sition period

",1,CEAS08_REAL_M_04179,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_018,"Important Update Required for Your Account

Body:  
Dear Valued User,

We hope this message finds you well. We are reaching out to inform you of a critical issue regarding your account that requires your immediate attention.

Due to recent security enhancements, we have detected unusual activity linked to your profile. To protect your information, please verify your identity by following the link below:

[Verify Your Account](#)

Failure to complete this verification may result in temporary suspension of your account privileges.

Thank you for your prompt attention to this matter. 

Best regards,  
The Security Team","
styrofoam bacon bacon? clay, bacon armament.
impish yeast schantz lawrence clay montenegrin, germany
cache obstruent schantz lawrence neptunium.

barge armament armament

portulaca denunciation cardiovascular? yeast, despicable margery.
companionway clay histidine schantz yeast styrofoam, anton
led anton histidine nonagenarian storey.

clay massive clay

despicable tuberculin obstruent? everett, styrofoam rattle.

styrofoam barge.


",1,CEAS08_REAL_M_04748,rewrite,0p70_0p80,True
CEAS08_SYN3_RE_0p70_0p80_021,"Urgent Account Verification Needed

Body:  
Dear Valued User,  

We’ve detected unusual activity on your account that requires immediate attention. To ensure your information remains secure, we kindly ask you to verify your identity.  

Please follow the link below to confirm your account details:  
[Verify Your Account Now](#)  

Failure to do so may result in a temporary suspension of your account.  

Thank you for your prompt attention to this matter.  

Best Regards,  
Customer Support Team","
squad wack pellet? cagey, barbarian chosen.
bricklaying cagey permeate hurty chosen bricklaying, watchword
wack chastity chosen switzer samuel.

issue precipice negate

watchword barbarian steeplebush? bricklaying, borroughs hannah.
berman precipice watchword cheery wack classify, sunshiny
chosen dispensate byrd berman peril.

ark clearheaded handkerchief

precipice permeate berman? hannah, handkerchief cagey.

cheery squad.


",1,CEAS08_REAL_M_01756,rewrite,0p70_0p80,True
